dataset,cell_i,cell_j,tissue_i,tissue_j,junction_type,official_group,distance_to_boundary,tension
dataset2,cell_489,cell_490,Cranial mesoderm,Cranial mesoderm,homotypic,Cranial mesoderm_awayfrom_boundary,1,164.9714733641221
dataset2,cell_489,cell_523,Cranial mesoderm,Forebrain/Midbrain/Hindbrain,heterotypic,heterotypic,0,142.00176816965984
dataset2,cell_490,cell_504,Cranial mesoderm,Cranial mesoderm,homotypic,Cranial mesoderm_awayfrom_boundary,1,9.09229037825016
dataset2,cell_490,cell_528,Cranial mesoderm,Forebrain/Midbrain/Hindbrain,heterotypic,heterotypic,0,57.08271384379992
dataset2,cell_491,cell_518,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,2,139.16636440077338
dataset2,cell_494,cell_507,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,2,161.62090335967466
dataset2,cell_494,cell_514,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,1,76.75665014670223
dataset2,cell_501,cell_518,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,1,51.08184386344415
dataset2,cell_501,cell_549,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,1,28.59273844776176
dataset2,cell_504,cell_528,Cranial mesoderm,Forebrain/Midbrain/Hindbrain,heterotypic,heterotypic,0,53.15825550807983
dataset2,cell_505,cell_523,Cranial mesoderm,Forebrain/Midbrain/Hindbrain,heterotypic,heterotypic,0,153.49144814849123
dataset2,cell_505,cell_542,Cranial mesoderm,Forebrain/Midbrain/Hindbrain,heterotypic,heterotypic,0,82.95923480987422
dataset2,cell_507,cell_513,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,2,279.0328995212209
dataset2,cell_507,cell_514,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,1,125.3955006014004
dataset2,cell_508,cell_519,Cranial mesoderm,Cranial mesoderm,homotypic,Cranial mesoderm_awayfrom_boundary,1,133.53902298047015
dataset2,cell_508,cell_531,Cranial mesoderm,Cranial mesoderm,homotypic,Cranial mesoderm_awayfrom_boundary,2,40.9595133726758
dataset2,cell_508,cell_539,Cranial mesoderm,Cranial mesoderm,homotypic,Cranial mesoderm_awayfrom_boundary,1,110.65534636706604
dataset2,cell_511,cell_523,Cranial mesoderm,Forebrain/Midbrain/Hindbrain,heterotypic,heterotypic,0,25.42030448235776
dataset2,cell_511,cell_528,Cranial mesoderm,Forebrain/Midbrain/Hindbrain,heterotypic,heterotypic,0,157.92776223058743
dataset2,cell_511,cell_535,Cranial mesoderm,Forebrain/Midbrain/Hindbrain,heterotypic,heterotypic,0,253.32804714857025
dataset2,cell_511,cell_537,Cranial mesoderm,Forebrain/Midbrain/Hindbrain,heterotypic,heterotypic,0,121.62206988503168
dataset2,cell_513,cell_514,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,1,154.33864533137142
dataset2,cell_513,cell_536,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,2,197.682800855185
dataset2,cell_514,cell_521,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,1,171.5499395382212
dataset2,cell_514,cell_536,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,1,49.018135338016535
dataset2,cell_514,cell_538,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,1,32.87648008141377
dataset2,cell_514,cell_540,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,1,190.87019951001244
dataset2,cell_518,cell_549,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,1,38.84730123960078
dataset2,cell_519,cell_539,Cranial mesoderm,Cranial mesoderm,homotypic,Cranial mesoderm_awayfrom_boundary,1,137.43883230144365
dataset2,cell_520,cell_550,Cranial mesoderm,Forebrain/Midbrain/Hindbrain,heterotypic,heterotypic,0,14.16684161271186
dataset2,cell_520,cell_579,Cranial mesoderm,Forebrain/Midbrain/Hindbrain,heterotypic,heterotypic,0,68.00123725366937
dataset2,cell_521,cell_522,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,1,120.03250123232418
dataset2,cell_521,cell_540,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,1,334.16437003425534
dataset2,cell_521,cell_548,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,1,259.3368207890791
dataset2,cell_522,cell_546,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,1,39.52693933059682
dataset2,cell_522,cell_548,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,1,111.64329289297667
dataset2,cell_523,cell_541,Forebrain/Midbrain/Hindbrain,Cranial mesoderm,heterotypic,heterotypic,0,191.49949723069383
dataset2,cell_524,cell_554,Forebrain/Midbrain/Hindbrain,Cranial mesoderm,heterotypic,heterotypic,0,311.2028878724163
dataset2,cell_530,cell_542,Cranial mesoderm,Forebrain/Midbrain/Hindbrain,heterotypic,heterotypic,0,20.76848568179609
dataset2,cell_530,cell_550,Cranial mesoderm,Forebrain/Midbrain/Hindbrain,heterotypic,heterotypic,0,11.775856342185396
dataset2,cell_531,cell_539,Cranial mesoderm,Cranial mesoderm,homotypic,Cranial mesoderm_awayfrom_boundary,1,132.0202670761911
dataset2,cell_531,cell_573,Cranial mesoderm,Cranial mesoderm,homotypic,Cranial mesoderm_awayfrom_boundary,1,122.36425462112103
dataset2,cell_535,cell_546,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,1,166.38210314721115
dataset2,cell_535,cell_562,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,1,119.9089180092721
dataset2,cell_535,cell_569,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,1,164.95540035657314
dataset2,cell_536,cell_538,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,2,72.75849822020332
dataset2,cell_536,cell_556,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,2,101.95335794427832
dataset2,cell_536,cell_566,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,2,196.4775757294676
dataset2,cell_538,cell_540,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,2,185.110723660141
dataset2,cell_538,cell_566,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,2,200.04788810174563
dataset2,cell_539,cell_557,Cranial mesoderm,Cranial mesoderm,homotypic,Cranial mesoderm_awayfrom_boundary,1,0.6007630122997588
dataset2,cell_539,cell_573,Cranial mesoderm,Cranial mesoderm,homotypic,Cranial mesoderm_awayfrom_boundary,1,93.4766461033953
dataset2,cell_540,cell_548,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,2,294.934712696588
dataset2,cell_540,cell_561,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,2,200.7747787580101
dataset2,cell_540,cell_566,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,2,275.5534176195785
dataset2,cell_540,cell_575,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,2,322.0069243258912
dataset2,cell_541,cell_542,Cranial mesoderm,Forebrain/Midbrain/Hindbrain,heterotypic,heterotypic,0,71.87791651744854
dataset2,cell_541,cell_567,Cranial mesoderm,Forebrain/Midbrain/Hindbrain,heterotypic,heterotypic,0,101.07464292787624
dataset2,cell_546,cell_548,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,1,104.25295221851216
dataset2,cell_546,cell_569,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,1,11.05143492263482
dataset2,cell_546,cell_576,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,1,64.09640431281602
dataset2,cell_546,cell_588,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,1,154.3636899907261
dataset2,cell_548,cell_561,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,2,127.04944952513638
dataset2,cell_548,cell_576,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,2,107.09794387040772
dataset2,cell_554,cell_568,Cranial mesoderm,Forebrain/Midbrain/Hindbrain,heterotypic,heterotypic,0,215.1836444659914
dataset2,cell_556,cell_566,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,3,256.2939867286103
dataset2,cell_556,cell_574,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,3,161.04246329155797
dataset2,cell_557,cell_573,Cranial mesoderm,Cranial mesoderm,homotypic,Cranial mesoderm_awayfrom_boundary,1,93.4041658052426
dataset2,cell_561,cell_575,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,3,140.17750354956735
dataset2,cell_561,cell_576,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,2,67.0099286398091
dataset2,cell_561,cell_583,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,3,14.273348974155082
dataset2,cell_562,cell_567,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,1,217.41114209583176
dataset2,cell_562,cell_569,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,1,50.4997248790085
dataset2,cell_562,cell_577,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,1,164.26531152706187
dataset2,cell_562,cell_582,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,1,132.50008002768757
dataset2,cell_566,cell_574,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,3,142.15911050527262
dataset2,cell_566,cell_575,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,3,165.852544476085
dataset2,cell_566,cell_592,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,3,161.99800413459653
dataset2,cell_566,cell_595,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,3,171.37072705311712
dataset2,cell_567,cell_578,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,1,85.18976648075201
dataset2,cell_567,cell_582,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,1,146.70377523591358
dataset2,cell_569,cell_577,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,2,105.4045702146348
dataset2,cell_572,cell_579,Cranial mesoderm,Forebrain/Midbrain/Hindbrain,heterotypic,heterotypic,0,118.46790662725186
dataset2,cell_572,cell_604,Cranial mesoderm,Forebrain/Midbrain/Hindbrain,heterotypic,heterotypic,0,128.02499120051598
dataset2,cell_572,cell_626,Cranial mesoderm,Forebrain/Midbrain/Hindbrain,heterotypic,heterotypic,0,175.64027310028894
dataset2,cell_572,cell_629,Cranial mesoderm,Forebrain/Midbrain/Hindbrain,heterotypic,heterotypic,0,363.1739331654961
dataset2,cell_572,cell_632,Cranial mesoderm,Forebrain/Midbrain/Hindbrain,heterotypic,heterotypic,0,213.1943346996192
dataset2,cell_574,cell_591,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,4,74.38837094526167
dataset2,cell_574,cell_592,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,4,47.928000753418864
dataset2,cell_575,cell_583,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,3,137.59061136518744
dataset2,cell_575,cell_595,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,3,156.6740185755237
dataset2,cell_575,cell_597,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,3,167.72418969434855
dataset2,cell_576,cell_583,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,2,66.9450667521546
dataset2,cell_576,cell_588,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,2,140.52451592752908
dataset2,cell_576,cell_606,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,2,100.28538260336131
dataset2,cell_577,cell_582,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,2,189.08269556555848
dataset2,cell_577,cell_593,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,2,352.0063439400668
dataset2,cell_582,cell_593,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,2,230.0405673503173
dataset2,cell_582,cell_596,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,2,299.9305049305814
dataset2,cell_582,cell_601,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,2,28.27803550847168
dataset2,cell_583,cell_597,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,3,112.44412425254971
dataset2,cell_588,cell_606,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,2,170.35996771256788
dataset2,cell_588,cell_613,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,2,237.5388534230806
dataset2,cell_588,cell_621,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,2,207.75854076373136
dataset2,cell_591,cell_592,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,4,67.80812548995108
dataset2,cell_591,cell_618,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,5,74.77521204019149
dataset2,cell_591,cell_620,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,5,209.51391524232776
dataset2,cell_592,cell_595,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,4,114.46514700897208
dataset2,cell_592,cell_617,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,4,99.3021316387637
dataset2,cell_592,cell_618,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,4,87.05115844498394
dataset2,cell_593,cell_601,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,3,233.48916493734848
dataset2,cell_593,cell_613,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,3,236.99260670253133
dataset2,cell_593,cell_624,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,3,225.9724348142278
dataset2,cell_595,cell_597,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,4,58.888744182483975
dataset2,cell_595,cell_617,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,4,35.69870750303676
dataset2,cell_596,cell_601,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,3,289.6980136315889
dataset2,cell_596,cell_607,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,2,247.2291132206523
dataset2,cell_596,cell_622,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,3,259.8442340432078
dataset2,cell_597,cell_606,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,3,121.39039200154468
dataset2,cell_597,cell_617,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,4,30.82728354704652
dataset2,cell_597,cell_625,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,4,16.22845126952314
dataset2,cell_597,cell_636,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,4,85.49623883517482
dataset2,cell_598,cell_629,Cranial mesoderm,Forebrain/Midbrain/Hindbrain,heterotypic,heterotypic,0,380.9117436867675
dataset2,cell_598,cell_654,Cranial mesoderm,Forebrain/Midbrain/Hindbrain,heterotypic,heterotypic,0,433.34901817915807
dataset2,cell_601,cell_622,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,3,76.42255280879432
dataset2,cell_601,cell_624,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,3,33.16933103819397
dataset2,cell_601,cell_649,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,3,65.95214755751705
dataset2,cell_601,cell_650,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,3,137.41426044440342
dataset2,cell_606,cell_621,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,3,109.16617846784956
dataset2,cell_606,cell_636,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,3,116.33786441534468
dataset2,cell_607,cell_616,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,1,152.68916546350567
dataset2,cell_607,cell_622,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,2,21.25329010366164
dataset2,cell_607,cell_631,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,2,60.05973419162346
dataset2,cell_613,cell_621,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,3,157.52582930874976
dataset2,cell_613,cell_624,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,3,115.862593607982
dataset2,cell_616,cell_626,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,1,65.00477188136087
dataset2,cell_616,cell_631,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,1,132.22082919097247
dataset2,cell_616,cell_637,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,1,45.6805199460821
dataset2,cell_617,cell_618,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,5,89.92743059573398
dataset2,cell_617,cell_625,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,5,22.07239345186452
dataset2,cell_617,cell_630,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,5,53.87823550471043
dataset2,cell_617,cell_633,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,5,26.93429101335323
dataset2,cell_618,cell_620,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,5,149.36927203122025
dataset2,cell_618,cell_630,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,5,99.3741476022573
dataset2,cell_621,cell_624,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,3,161.28228104320675
dataset2,cell_621,cell_636,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,3,39.683867473779415
dataset2,cell_621,cell_649,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,3,170.7136124628128
dataset2,cell_621,cell_652,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,3,95.48825913285104
dataset2,cell_622,cell_631,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,2,60.04614512192042
dataset2,cell_622,cell_650,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,3,123.8751838128454
dataset2,cell_624,cell_649,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,4,71.90589609220315
dataset2,cell_625,cell_633,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,5,45.96123775659027
dataset2,cell_625,cell_636,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,4,80.84652662457077
dataset2,cell_625,cell_653,Forebrain/Midbrain/Hindbrain,Forebrain/Midbrain/Hindbrain,homotypic,Forebrain/Midbrain/Hindbrain_awayfrom_boundary,5,52.17541133314374
